start	end	text
7688540	7693660	lo siguiente samuel yo no tengo foto con ningún narcotraficante no traído ningún oso de peluche
7693660	7699940	como el oso chavarría no ha ido a ninguna finca un narcotraficante como en 1994 cuando se publicó
7699940	7705980	un periódico de circulación nacional cuando su persona estaba con nexos con narcotraficantes en
7705980	7711500	nuestra cuestión hemos destruido más de tres mil fábricas de pasta base cocaína 400 laboratorias
7711500	7715620	de cristalización de cloridrato cocaína todas las avionetas vinculadas al narcotráfico le hemos
7715620	7720500	secuestrado pero hay un apéndice débil que la justicia boliviana y que precisamente la vamos
7720500	7725980	a transformar en nuestro país muy bien es el turno de mantra reyes villas le preguntamos a quién le
7725980	7732780	va a preguntar están ocho delante yo quiero preguntarle también a tuto kiroga que me diga
7732780	7739700	aquí el crecimiento del pib justamente cuando él era ministro de economía tenemos el 90 un
7739700	7749900	crecimiento del 4.60 el 91 de 5.30 y el 92 baja 1.70 luego y al 96 empiezas muy 4.30
7749900	7759260	4.70 podemos seguir gastando todo el tiempo en el retrovisor argentina redujo dramáticamente
7759260	7766220	el precio del gas y hubo un golpe duro cuando mantra está haciendo esa referencia reitero 98 2003
7766220	7772580	en américa latina se llamó la media década perdida olivia salió adelante seguimos creciendo
7772580	7778100	la inflación era baja hicimos los gasoductos certificamos las reservas abrimos mercados
7778500	7784620	eso nos da la credibilidad y capacidad para hoy decirle a bolivia ante esta crisis profunda que
7784620	7790260	la vamos a resolver desde el principio con un programa internacional que devuelva la estabilidad
7790260	7795580	cambiando la legislación para traer inversiones abriendo mercado para los productos y que los
7795580	7803740	bolivianos tengamos empleos hacia adelante y esperanza recuperado bueno justo cuando
7803740	7811540	eras ministro bajó a 1.70 pasa el ministerio y sube a 4.30 4.70 4.70 sin embargo cuando
7811540	7819340	eras también presidente luego la tasa de crecimiento el crecimiento per cápita ha bajado a 0 9 y
7819340	7832220	también el fiscal ha subido de 6 a punto 8 9 entre 2000 y 2001 nuevamente américa latina
7832220	7838300	enfrentaba una crisis profunda bolivia salió en demne condonamos toda la diuda externa lo sabe
7838300	7845180	bien manfred porque era alcalde y pasamos ítems 10.000 ítems de maestros bilingües a todos los
7845180	7851420	municipios 2000 en salud pasamos más recursos a los municipios más pobres eso nos da la
7851420	7857700	credibilidad para mirando hacia adelante decir que sabemos cómo resolver esta crisis miremos
7857700	7863260	hacia adelante que el futuro nos espera y quiere saber respuestas nuestras muchas gracias el turno
7863260	7867700	de las consultas del candidato del más eduardo del castillo a quien le va a preguntar 15 segundos
7867700	7874540	por favor al alcalde de cochabamba precisamente el pasado 25 de junio donde se reunió la élite o
7874540	7880540	la vieja derecha de nuestro país del candidato del alcalde cochabamba decía que iba a eliminar el
7880540	7887700	estado plurinacional qué país quiere construir alcalde bueno yo para haber cambiado el estado
7887700	7895260	plurinacional deberíamos haber hecho una consulta mínimamente un referéndum al país antes nuestro
7895260	7900100	país se llamaba república de bolivia y no porque uno sea presidente va a agarrar y va a cambiar el
7900100	7907060	estado plurinacional cuando la constitución política de antes hablaba de un país pluricultural y
7907060	7912660	multihédico lo que pasa es que los gobiernos los presidentes no han debido tomar en cuenta estos
7912660	7919940	sectores que han sido diría no atendidos han sido poco atendidos entonces yo creo que para yo
7919940	7925620	cambiar el nuevamente el estado plurinacional lo que yo voy a hacer como presidente voy a hacer un
7925620	7929940	referéndum y les voy a decir los bolivianos si están de acuerdo en volver a la república de
7929940	7935900	bolivia lamentablemente la misma propuesta que escuchamos en el pasado en el 2020 precisamente
7935900	7941020	cuando samuel doria medina era candidato a vicepresidente de la señora yanina y es que hoy se la
7941020	7945900	niega que no ha trabajado nunca con ella hoy la misma propuesta la viene a ser el alcalde de
7945900	7950500	cochabamba una república donde no estaban incluidos los sectores sociales no estaban incluidos los
7950500	7956380	gremiales los transportistas los campesinos los indígenas los vivanderos los campesinos los
7956380	7961820	afrobolivianos ese es el estado plurinacional en la diversidad construir un estado donde todas y
7961820	7966260	todos seamos parte y vamos a trabajar y vamos a seguir consolidando y profundizando ese estado
7966260	7973220	bueno tú sabes eduardo que ha sido más de magoja el estado plurinacional porque los pueblos indígenas
7973220	7978580	son los más abandonados acuérdate cuando los han ido a golpear a los de chaparina o sea no han
7978580	7984660	respetado si tú haces una encuesta los pueblos originarios y realmente hay una bronca total porque
7984660	7991060	siempre se ha utilizado como discurso las 36 nacionalidades el atender a los campesinos
7991060	7997500	originarios sin embargo son los menos atendidos siga la pobreza y la miseria en ellos aparte de
7997500	8002340	los cocaderos que son los ricos el día de hoy muchísimas gracias a los candidatos concluye de
8002340	8006580	esta forma porque los cinco han tenido la posibilidad de preguntar y han escuchado también
8006580	8010780	ustedes las respuestas esta noche aquí en el primer lugar presidencial que promueve la red
8010900	8015540	y esto es uno de sí de esto es uno de sí de por un voto informado la gente sigue participando
8015540	8021500	de burga si marilín que dicen en redes gracias con carlos esta es la consulta que tenemos a
8021500	8026140	través de nuestras redes sociales quién será el próximo presidente de bolivia continuación
8026140	8032380	vamos a leer sus comentarios y el mar dice manfred reyes billa tiene propuestas concretas
8032380	8039180	para cambiar nuestro país nicolas llanos dice el único que aporta con trabajo es samuel
8039660	8045180	seguimos leyendo walter gómez no hay mejor que tuto para presidente de bolivia y salir
8045180	8051940	de esta crisis seguimos francis menciona yoni sería la única opción para salvar nuestra querida
8051940	8059740	bolivia marcella rodríguez menciona eduardo del castillo del carpio el mejor luiz sergio
8059740	8066940	manfred reyes billa el único con experiencia en gestión pública con resultados viviana suárez
8066940	8073180	samuel el único candidato que piensa en los jóvenes y sale a las calles leímos leyendo
8073180	8080980	maria teresa carvajal tuto presidente de bolivia claudia flores yoni fernández menciona a través
8080980	8087020	de las redes sociales blanca péris eduardo del castillo futuro presidente de bolivia usted
8087020	8091660	continúa participando a través de nuestras redes sociales en este importante el primer gran
8091660	8096780	debate presidencial se tibia juan can muchísimas gracias malín realmente es importante lo que
8096780	8102380	estamos viviendo esta noche realmente es importante la participación de ustedes pero bueno esta noche
8102380	8106620	les repetimos con juan carlos no es sólo lo que está ocurriendo aquí adentro con los candidatos
8106620	8111540	esta ambiente se vive y se siente de esta forma en exteriores seguro seguro y ya estamos ingresando
8111540	8116620	a la recta final atención de este gran debate presidencial el primero después de 20 años un
8116620	8121260	debate televisivo y nuevamente agradecemos no solamente a la gente a la población a los
8121260	8125500	impandizantes de los diferentes candidatos que se han dado cita en exteriores de red uno de bolivia
8125500	8129660	sino también la participación de nuestros invitados esta noche de los candidatos de
8129660	8134940	diferentes alianzas y organizaciones políticas muchísimas gracias por estar acá se vive una
8134940	8141580	fiesta una fiesta democrática pero caramba el tiempo ha volado cecilia ha volado realmente es
8141580	8148020	impresionante y es increíble realmente ya son las nueve de la noche con 29 minutos nueve de la
8148020	8154260	noche con 29 minutos en todo el país es decir estamos nosotros esta noche escuchando de verdad
8154260	8159420	a los candidatos creo que en este formato que en esta posibilidad de debate por primera vez
8159420	8164980	juan carlos es tan importante que usted lo decía una fiesta democrática y definitivamente eso es
8164980	8168900	lo que tenemos que buscar todos los bolivianos que lo que va a ocurrir el próximo 17 agosto
8168900	8174380	sea una fiesta democrática donde lo que más importe sea su voto luego de la pausa luego de la
8174380	8180260	pausa viene la tercera ronda de preguntas atención los candidatos bien se muy bien que van a
8180260	8185060	preguntar y a quién porque es la última ronda de preguntas que vamos a tener enseguida acá en
8185060	8186820	los estados de ya regresamos
8215060	8225940	gracias bolivia por continuar con nosotros debate presidencial rumbo a las elecciones de
8225940	8231420	agosto de 2025 sin más preámbulos continuamos ronda de preguntas don johnny fernández a quien
8231420	8236820	le quiere preguntar y adelante por favor muy bien la pregunta va para manfred reyes villa
8236820	8243580	manfred en tu propuesta sabiendo la situación que está pasando el país y especialmente nuestros
8243580	8249060	ancianos y las personas que tienen los bonos vas a mantener los bonos lo vas a incrementar como
8249060	8254660	nosotros estamos proponiendo un 10 por ciento porque eso es aplicar justicia con esa gente que no
8254660	8261300	tiene claro que vamos a mantener los bonos inclusive la vamos a incrementar porque va a
8261300	8269340	ser una bolivia así que hemos dicho que vamos a vender no mil toneladas o 10 mil mil millones
8269340	8276420	vamos a vender 10 mil millones de dólares venta adelantada de litio y con esos recursos
8276420	8281380	económicos vamos a estabilizar la economía la balanza de pagos y vamos a tener recursos
8281380	8287220	económicos para no solamente seguirles dando los bonos sino aumentar los bonos porque realmente
8287220	8293540	solamente con 350 bolivianos hay gente que han sido gremiales cuenta propistas que ganan solamente
8293540	8300060	eso y viven sólo con eso entendemos que duplicarlo inclusive triplicarlo va a ver plata porque vamos
8300060	8309540	a hacer esa venta adelantada delitio adelante yoni bueno me alegra muchísimo que sea uno de los
8309540	8314140	candidatos que está en nuestra onda o se ha copiado nuestra propuesta o algo pero 10 por ciento
8314140	8319580	vamos a nosotros a garantizarle que los bonos y la renta de unidad se les va a dar nadie se lo va a
8319580	8325340	quitar y también quiero manifestarles el tema del perdonazo tributario es para poder habilitar
8325340	8331020	económicamente la gente y ya y el estado va a tener recursos eso la nacionalización de los
8331020	8337620	vehículos van a traer recursos y vamos a formalizar lo informal que consume también nuestros
8337620	8343580	carburantes subvencionados delante reitero no solamente vamos a aumentar un 10 por ciento vamos
8343580	8349180	a duplicar porque con lo que están ganando un cuenta propista un gremial que no tiene
8349180	8354620	absolutamente ninguna jubilación ni nada entonces como estoy hablando de una bolivia
8354620	8360220	rica por diversificar la economía industrias y chimeneas emisión de bonos de carbono emisión
8360220	8367340	de bonos verdes y 10.000 millones de dólares vamos a recibir por el hitio y no vamos a vender por
8367340	8372380	kilos porque por kilos estamos vendiendo ahora porque no tenemos la tecnología vamos a volver por
8372380	8377700	toneladas vamos a vender tiempo el candidato Jorge Tutokiroga pregunta a quién por favor adelante
8377700	8383780	a manfred reyes villa mirando hacia adelante siempre y recogiendo su valiosa experiencia
8383780	8389820	municipal en cochabamba en una obsesión hacer de bolivia país de propietarios títulos de propiedad
8389820	8395700	individual a las caseras en los mercados él con su experiencia en cochabamba apoya esa propuesta
8396700	8403460	bueno ya las todas las caseras en realidad son propietarias o sea si no tienen el título ellos
8403460	8409260	van pasando de generación en generación ese ya es una obligación obviamente tendríamos que
8409260	8415660	pasar por una ley en el congreso pero ya te digo por la experiencia que yo tengo ya son propietarios
8415660	8424500	porque acaba la mamá pasa la hija a la nieta a mis nieta etcétera ya son propietarios nadie nunca
8424500	8433220	se ha debido a quitarles sus espacios ellos ya son propietarios interesante lo que dice mirando hacia
8433220	8439460	adelante lo que me piden cuando hablo de bolivia país de propietarios de que lo que tenemos en
8439460	8445700	litio hierro gas título de propiedad popular a cada individuo tierra titulada para quien la
8445700	8453540	trabaja produce y comercia entiendo lo que dice manfred hay una práctica de tener el usufructo
8453540	8458700	y casi alquiler pero no el título de propiedad al único otro candidato que ha escuchado apoyar
8458700	8465700	esos ajá y medún pregunto si apoya bolivia país de propietarios bueno lo que tienes otra cosa
8465700	8470780	es una cosa es la teoría y otra cosa es la práctica les vas a dar atendías que dales a todas
8470780	8475420	las que están en las calles por la situación económica también su derecho propietario de la
8475420	8481340	calle es decir la cosa la cosa no es hacer demagogia está bien que las casetas estoy hablando de
8481340	8487540	casetas hoy hay cualquier cantidad de gremiales en el país y también te van a decir dame de la calle
8487540	8493980	mi título de propiedad entonces ya son dueños te repito de sus casetas que pasan a todas sus
8493980	8499580	próximas generaciones muchísimas gracias el próximo candidato a preguntar él nos dirá quién
8499580	8505500	es samuel doria medina samuel a quien pregunta adelante gracias estamos aquí dos horas y
8505500	8513980	eduardo del castillo no ha reconocido una sola cosa que han hecho mal en el último tiempo en este
8513980	8518940	gobierno en estos cinco años de gobierno los veinte años de gobierno del más tú crees que
8518940	8524540	todo está bien y que esta crisis que estamos viviendo viene de generación espontánea
8526060	8531860	estamos en muchísimas gracias por preguntar a la fuerza popular al movimiento al socialismo
8531860	8536840	evidentemente el movimiento socialismo fue el instrumento político más grande y sigue siendo
8536840	8540820	el más grande de la historia de nuestro país que transformó la vida de las bolivianas y bolivianos
8540860	8545420	precisamente cuando se empezó a manejar bien la nacionalización de los hidrocarburos vimos que
8545420	8549660	había mayor inversión en el tema de hidrocarburos que creyeron nuestras crecieron nuestras
8549660	8554380	regalías pero también crecieron nuestras reservas y lamentablemente quien administraba ese país en
8554380	8559700	ese entonces desvió el camino de la colectividad del vivir bien del pueblo boliviano y preferió
8559700	8564820	enfocarse en los intereses personales políticos partidarios de una sola persona hubieron errores
8564820	8569380	pero hubieron mucho más aciertos como el crecimiento del salario mínimo nacional que no te gusta
8569380	8577380	hablar de 120 bolivianos a 2750 bolivianos alguna cosa concreta que crees que hay que cambiar
8578580	8584300	hay muchas cosas que hay que cambiar yo lo decía nuestro plan de gobierno bolivia primero hay que
8584300	8589780	abrir y convertir a bolivia en el corazón de las inversiones en el hub de las negociaciones para
8589780	8595340	que esto suceda necesitamos modificar al menos siete leyes y muchas de ellas aplicadas elaboradas
8595340	8601060	y tranquitas en épocas neoliberales con recetas que venían desde afuera como el código de comercio
8601060	8606500	en la ley de aduanas o por ejemplo el código tributario de agosto del 2003 esas normas se van y vienen
8606500	8611580	nuevas creadas por bolivianos muchísimas gracias la consulta que va a ser a quien por favor el
8611580	8619180	candidato manfred reis bien le voy a preguntar en realidad tú sabes que ha habido un movimiento
8619180	8624540	percede todo el pueblo boliviano no solamente en bolivia en españa en estados unidos en
8624540	8630380	brasil en todo lado para sacarlo a evo morales una vez que lo han sacado emo morales ha subido
8630380	8636340	ya ni neáñez y obviamente ustedes han hecho todo lo posible hasta lo imposible para que vuelva
8636340	8643420	el más por eso el más ha tenido que retornar porque ustedes no han logrado realmente que
8643420	8649580	sea más bien que lance otra candidatura y no vaya a ella de candidatitud de candidato la vice
8649580	8658460	presidencia hay manfred yo recuerdo que estuviste una reunión en santacruz y lloraste por favor un
8658460	8667980	ancé en torno a la presidenta realmente es increíble como ahora me quieres hacer responsable de un
8667980	8673940	gobierno del que yo no fui parte y un tiempo apoyé esa candidatura pero cuando se vio que no
8673940	8680500	funcionaba logré que se baje esa candidatura y que se apoye a carlos mesa que era el que tenía
8680500	8689260	mayor mayor mayor chance pero creo que lo importante es ver hacia adelante vos vas a apoyar la unidad
8689260	8695980	vas a apoyar al que está más arriba si o no claro que voy a apoyar que me que me apoyes porque
8695980	8700860	yo voy a ganar la elección yo voy a ser próximo presidente espero que el día de hoy quede grabado
8700860	8705380	lo que tú estás diciendo en primer lugar en segundo lugar evidentemente yo he sido el que
8705380	8710980	dicho un ancé te viene que unice pero no pues en base a janine añez dijimos que se lance a un
8710980	8717900	candidato que no sea janine añez porque ya ella dijo que solamente el propósito era que sea una
8717900	8724140	presidenta de transición sin embargo junto con arturo murillo la lanzaron nuevamente y tú que
8724140	8727220	eras un político te lanzaste de vicepresidente
8728740	8736900	adelante samar bueno está claro de que has venido a mentir y mentir mi pregunta es clara
8736900	8743100	mamre y no respondes si vos no eres el que está primero vas a apoyar al que está primero porque
8743100	8749100	es fácil decir pues yo voy a ser primero me apoyan los demás pero si vos no estás primero vas a
8749100	8756180	apoyar al que está primero esa es mi pregunta pero parece que estoy hablando en algún idioma muy
8756180	8766500	difícil que no lo hagas entender gracias no tiempo tiene la repica tengo todavía para decir no claro
8766500	8772300	con las encuestas amañadas que están haciendo y todavía tú acuérdate ese día que me llamaste
8772300	8777460	para agradecer no me dijiste yo ya me distanciado del segundo por eso es que me están atacando
8777500	8782100	entonces le toca al candidato del castillo otro tipo de encuestas bien vamos a ir con el candidato
8782100	8786820	Eduardo el castillo por favor en este momento a quién le quiere preguntar preguntar a tuto
8786820	8792860	kiroga todos los candidatos de la derecha están hablando de mirar hacia el futuro parece que les
8792860	8798340	avergonza a vergüenza su pasado no quieren hablar del pasado y jorge tuto kiroga yo no sé si la
8798340	8804020	vergüenza haber sido vicepresidente de un dictador o vicepresidente con un salario mínimo para las
8804020	8810220	bolivianas y bolivianos de 400 bolivianos no para nada me avergüenza haber hecho los aportes que
8810220	8815980	hecho en democracia lo que tengo es una obsesión por el futuro y entiendo que Eduardo del arcismo
8815980	8822020	tiene que retro traerse a no sé cuántos años para no explicarte que hoy día la inflación te
8822020	8828420	devora el bolsillo que los precios suben como cuete que cuando vas al mercado la platita no te
8828420	8835380	alcanza para comer que los jóvenes desesperados en universidades me dicen si esto no cambia me voy
8835380	8842260	como ha sucedido en otros lugares a los que tanto quiere Eduardo del arcismo eso es lo que yo tengo
8842260	8848820	obsesión por el futuro no por el retrovisor miren para adelante deje de hablar del pasado
8848820	8856580	recibieron un país con gas sin deuda nos devuelven un país en la quiebra mirar al pasado precisamente
8856740	8862220	nos ayuda para ver qué es lo que qué decisiones vamos a tomar en el presente y no con meter los
8862220	8866900	errores e hipotecar nuestro futuro como ya lo hicieron en el pasado estamos hablando de inflación
8866900	8872580	y precisamente hubieron dos gobiernos de la década de los 90 que cayó el producto interno
8872580	8878060	bruto nominal y fue cuando usted era presidente y segundo cuando ya niña años era presidente
8878060	8882860	seguramente eso lo haber huenza demasiado y en su época también habla de la inflación pero el
8882860	8890820	salario era de 400 bolivianos a quien en su casa le alcanza 400 bolivianos nuevamente fíjense no
8890820	8897220	pueden explicar la angustia que está sufriendo hoy todas las familias bolivianas no tienen
8897220	8904900	respuestas para el dolor este año que ha dicho el ine la inflación de mayo 5 por ciento al mes
8904900	8912260	la inflación de alimentos casi 30 por ciento se está devorando eso tu salario no pueden responder
8912260	8917540	por el drama que han creado ahora que vamos a arreglar y te tienen que distraer con anécdotas
8917540	8923900	y datos falsos que no guarda relación con la realidad muchísimas gracias a los candidatos de
8923900	8929900	esta forma hemos concluido la tercera ronda de preguntas y de respuestas temática libre y ellos
8929900	8934980	se eligen a quién pregunta seguro pero hay repercusiones en redes marilín gracias Juan
8934980	8940060	carlos seguimos repasando la opinión de la población boliviana esta es nuestra pregunta
8940060	8945140	quién será el próximo presidente de bolivia leemos a continuación sus comentarios melby
8945140	8953140	menciona manfred presidente yosef samuel doriamedina presidente maria elena menciona tuto
8953140	8960140	presidente lino flores johnny fernández continuamos felix melo eduardo del castillo
8960140	8965140	presidente así se está pronunciando la población ante esta pregunta realizada en nuestras redes
8965220	8971140	sociales de cilia juan carles gracias marilín atención se viene la cuarta y última última
8971140	8977100	ronda de preguntas temática libre el candidato le pregunta a quien corresponda a quien quiera
8977100	8984300	él comenzamos el candidato johnny fernández a quien le pregunta vamos a preguntarle a samuel en su
8984300	8992020	propuesta no he visto por lo menos el tema de las remesas yo sigo insistiendo hay miles de bolivianos
8992020	8997540	que vienen afuera cuántos sacrificios hacen para traer unos billetes para que sobreviva su familia
8997540	9002700	en el país se le va a devolver en dólares si vienen en dólares o revan dólares usted lo va a hacer
9002700	9013140	también a ver johnny cuando un boliviano manda sus dólares si lo manda a través de un banco tiene
9013140	9021460	problemas pero ya hemos guiado a la población que puede mandarlo a través de monedas digitales y
9021460	9028580	con ese tema se resuelve porque le pagan los euros o los dólares que llegan al tipo de cambio del
9028580	9036540	mercado yo creo que es bueno que socialicemos más para que te interés pero ya hay una solución para
9036540	9042860	ese tema y está claro que nosotros vamos a estabilizar la economía porque tenemos un plan van a
9042860	9050540	ver dólares y ya no va a haber la el problema con las remesas como confrontamos actualmente
9053540	9057740	bueno es lamentable que no dice que lo va a hacer a través del sistema financiero
9057740	9065940	quieren que sigan ahí me leando engañando al pueblo porque esa pobre mujer esa madre que tiene que
9065940	9073300	mandarle 200 dólares al niño lo manda en dólares le dan en boliviano al cambio oficial aquí el
9073300	9078300	candidato samuel dice que no lo va a hacer por el sistema financiero significa que vamos a seguir
9078300	9085100	en lo mismo y eso de cambiar a lo que es otro tipo de transación muy bien saben que hay que
9085100	9094940	socializar y con tiempo tiempo bueno no va a ser necesario que hagamos lo que plantea johnny
9094940	9099900	porque vamos a estabilizar la economía tú estás pensando en un escenario donde vamos a
9099900	9106860	tener inestabilidad permanente esa no es la solución conmigo yo voy a resolver la falta
9106860	9113220	de dólares voy a estabilizar la economía porque sé cómo hacerlo tengo la experiencia para hacerlo
9113220	9120500	en tu escenario no hay solución en el mío si hay muy bien tuto kiroga a quién le pregunta esta noche
9120500	9128180	adelante a eduardo del arcismo pregunta clara concreta y la única que voy a mirar un poquito
9128180	9134420	atrás porque tiene relevancia con esta campaña porque dio de baja al capitán lara de la policía
9135340	9141820	por alguna escuchar la pregunta por qué dio de baja el capitán al capitán lara de la policía
9143140	9147580	nosotros vamos a manifestar que la justicia es independiente tanto en el ámbito administrativo
9147580	9153060	como en el ámbito judicial hay procesos administrativo y sabemos que no son las leyes perfectas
9153060	9158300	había un ex ministro de gobierno de nuestro país que sacó una ley entre gallos y media noche la
9158300	9164060	ley 101 y precisamente fue el actual candidato al movimiento de socialismo que elaboró de manera
9164060	9169060	conjunta con la policía boliviana una nueva ley del sistema disciplinario que lamentablemente
9169060	9174300	sus candidatos los actuales diputados y senadores se opusieron para transparentar el trabajo de la
9174300	9179300	policía boliviana necesitamos seguir transformando la policía boliviana pero no desde arriba como
9179300	9184500	intentaron haciendo en el pasado sino trabajando de manera conjunta con todos y con cada uno de ellas
9184500	9189140	conocemos sus demandas conocemos sus necesidades hemos ido supliendo todas y cada una de ellas
9189140	9196500	pero falta mucho trabajo por hacer ahora por favor tú adelante a me hubiera gustado preguntarle esto
9196500	9204220	al actual presidente aquí está su representante quisieras preguntarles si van a garantizar una
9204220	9212140	transición donde pare el saqueo la gastadera y la robadera concretamente una posición nítida de
9212140	9218020	respetar la ley del oro vendieron la mitad queda la otra mitad son dos mil seiscientos
9218020	9226460	millones de dólares si el arcismo va a respetar que no se toque que no se hipoteque ese oro remanente
9226460	9233620	tuto este un gobierno que emerge desde las clases populares del pueblo boliviano que ha cuidado cada
9233620	9238180	centavo cada peso de las familias bolivianas este no son los gobiernos neoliberales cuando ustedes
9238180	9243580	vendieron las empresas las quebraron las empresas las bolivianas y boliviano luego las remataron y
9243580	9248180	quién sabe quién las está administrando en este momento quién se está haciendo rico con el
9248180	9253300	sacrificio del pueblo boliviano no queremos volver al pasado queremos seguir trabajando por los
9253300	9257780	más necesitados por los grupos vulnerables que son las clases populares en nuestro país vamos a
9257780	9262140	trabajar una vez más de manera conjunta con ustedes muchísimas gracias el candidato samuel
9262140	9268460	doria medina pregunta a quién por favor adelante bueno si aquí mambre ha dejado un tema pendiente
9268460	9276700	dice que yo le comenté de que las encuestas me favorecían y ha acusado de que me había
9276700	9282940	comprado las encuestas tú crees que me puedo comprar las encuestas de la red una esta es una red
9282940	9290100	muy seria te pagó para que vengas bueno en realidad yo no te ha hablado nunca de la red yo no creo
9290100	9296060	que la red haya hecho pero aquí en que tendrás que tú ya sabías ni que fuera yo mandrá que una
9296060	9301980	divino para saber un jueves te he dicho que lo que me acabó lo que me dijiste ya me ha alejado y
9301980	9307540	por eso me están atacando con el tema este de de que estás utilizando recursos del narcotráfico
9307540	9312540	cuando me preguntó una periodista usted cree que Samuel está utilizando recursos del narcotráfico
9312540	9318460	yo le dije que no y tú me agradeciste y me dijiste me están atacando porque ya va a saber la
9318460	9322980	encuesta del domingo que yo me ha alejado y no de un porque mentí ni porque hacer guerra sucia
9322980	9330460	yo soy una persona seria responsable y creo que estas encuestas están totalmente ya desprestigiadas
9330460	9338780	no solamente de aquí sino de todas las encuestas que están saliendo me parece increíble claro cuando
9338780	9346580	hay alguna en algún estudio encuesta que no favorece a entonces no sirve entonces no es aceptable
9346740	9352660	para tu información manfred la encuesta es el método científico es un método
9352660	9360340	estadístico por el cual se predice la situación posible de una votación en determinado momento
9360340	9366900	no es algo al azar no es algo que se compra se vende es el método científico pero creo que no conoce
9368420	9373780	bueno a mí me encanta que digas eso se ve que eres político y que conoces las encuestas no
9374100	9378740	yo soy una persona realmente que siempre hago encuestas porque el que no hace encuestas
9378740	9385140	está ciego siempre es bueno hacer encuestas no solamente para la medición de popularidad sino
9385140	9391020	por las necesidades que tiene un pueblo de las prioridades pero no este tipo de encuestas que
9391020	9398340	están saliendo como una estrategia para decir ahora unance a mí no pues vamos a ver la el 17
9398340	9405100	agosto que va a pasar en esas elecciones muchísimas gracias candidatos es el turno ahora de sus
9405100	9410460	preguntas manfred reales milla a quién le va a preguntar yo le voy a preguntar a eduardo le
9410460	9420420	quiero preguntar porque han secuestrado a janine añez a luis fernando camacho y no lo han tomado
9420420	9426660	preso al pedófilo que está bloqueando que ha inducido a la muerte de vidas bolivianas
9428060	9433860	el pueblo boliviano sabe que lo más importante en este momento es que existe un cambio de
9433860	9439420	gobierno el 8 de noviembre y para que esto ocurra se den efectuar las elecciones el próximo 17
9439420	9445780	agosto ingresar ahora a la región del trópico de cochabamba con fuerzas policiales lamentablemente
9445780	9450540	estaríamos hablando de pérdidas de vidas humanas si hubiésemos realizado mientras este trabajo
9450540	9455100	mientras ejercíamos el cargo del ministro de gobierno no estaríamos en un debate habría
9455100	9461260	gente movilizada y tal vez un gobierno democráticamente electo que hubiese sido destruido primero está el
9461260	9466300	pueblo primero está bolivia primero está la gente su en sus hogares la gente necesita
9466300	9471900	paz y tranquilidad en mandar los errores del pasado pero sobre todo trabajar en mejorar la
9471900	9476980	economía de la gente no como ellos que lo único que quieren hacer es vender Bolivia tiempo por favor
9476980	9483220	manpre bueno para empezar yo estoy de acuerdo contigo que la gente necesita paz y para que esté en
9483220	9489100	paz este señor tiene que estar preso y yo sin muertos lo voy a tomar preso como operaciones
9489100	9494300	militares este señor no puede estar haciendo lo que está haciendo está induciendo a la
9494300	9499660	confrontación entre los hermanos bolivianos y está induciendo al desabamiento de sangre y a uno
9499660	9505420	de sus ex ministros ha dicho que estos bloqueos lamentablemente se alimentan con sangre y eso no
9505420	9512100	puede ser por eso yo voy a poner orden en el país es guardar castillo manfre lo siguiente aquí no
9512100	9516580	se trata de hablar líricas aquí se tiene que tener conocimiento sobre la materia no se puede
9516580	9522460	poner en riesgo la vida de funcionarios policiales y la vida de funcionarios militares actualmente
9522460	9527700	no existe el equipamiento suficiente porque los del pasado nunca hicieron nada para potenciar a
9527700	9532260	la policía para potenciar a las fuerzas armadas para que su vida no corre a riesgo esto no es una
9532260	9537460	película está en la realidad y precisamente nosotros vamos a trabajar en potenciar a las
9537460	9541660	fuerzas policiales y a las fuerzas armadas en nuestro país para que nunca más su vida corre a
9541660	9546220	riesgo en muchísimas gracias tiempo la pregunta del candidato Eduardo del casillo a quién va
9546220	9551860	dirigida adelante vamos a preguntarle a samuel creo que se está aburriendo le preguntamos al ex
9551860	9557100	ministro de planeamiento lo siguiente cuando él estaba ejerciendo el cargo de ministro de
9557100	9563100	planeamiento endeudó el país en un 70 por ciento cuál fue el beneficio para las familias
9563100	9571180	bolivianas y no vací para un grupo de amigos caramba realmente ya has tenido muy poco tiempo
9571180	9578700	para leer en mi gestión de ministro hemos comenzado la reducción de la deuda externa y
9578700	9584980	justamente el gobierno debo moral es me ha hecho un juicio de responsabilidades porque logré la
9584980	9591620	condonación de la deuda externa de los estados unidos y me quisieron hacer acusaciones que se
9591620	9597620	cayeron por su propio peso y no funcionó ni ese juicio ni los otros juicios que quisieron
9597620	9605100	hacerme entonces de mi gestión se inició la reducción de la deuda externa primero la deuda
9605100	9611500	con la banca privada después con los países y después con los organismos internacionales que les
9611500	9619020	ha permitido tener una gestión sin deuda externa a ustedes aquí le vamos a creer a zamuel
9619020	9625620	candidato a zamuel ministro que era un neoliberal o a zamuel el vicepresidente del internacional
9625620	9631420	socialista o a zamuel el vicepresidenta candidato vicepresidente y anín ayes o a zamuel que decía
9631420	9636500	que iba a vender una empresa cada semana y al día siguiente se contradecía o a zamuel el que
9636500	9641940	liquidó el patrimonio de las familias bolivianas y que lamentablemente no dejaron sin patrimonio a
9641940	9647700	que zamuel le debemos creer al que va cambiando cada día de discurso tal vez por marqueta impolítico
9649580	9655740	al zamuel empresario que ha sacado adelante la industria del cemento una industria que valía
